UID,Is Target Cell,Is CTC,Object Index,Study Identifier Left Number,Study Identifier Right Number
71742,1,0,1979,191204,170421
71743,1,0,1980,191204,170421
71744,1,0,1981,191204,170421
71745,1,0,1982,191204,170421
71746,1,0,1983,191204,170421
71747,1,0,1984,191204,170421
71748,1,0,1985,191204,170421
71749,1,0,1986,191204,170421
71750,1,0,1987,191204,170421
71751,1,0,1988,191204,170421
71752,1,0,1989,191204,170421
71753,1,0,1990,191204,170421
71754,1,0,1991,191204,170421
71755,1,0,1992,191204,170421
71756,1,0,1993,191204,170421
71757,1,0,1994,191204,170421
71758,1,0,1995,191204,170421
71759,1,0,1996,191204,170421
71760,1,0,1997,191204,170421
71761,1,0,1998,191204,170421
71762,1,0,1999,191204,170421
71763,1,0,2000,191204,170421
71764,1,0,2001,191204,170421
71765,1,0,2002,191204,170421
71766,1,0,2003,191204,170421
71767,1,0,2004,191204,170421
71768,1,0,2005,191204,170421
71769,1,0,2006,191204,170421
71770,1,0,2007,191204,170421
71771,1,0,2008,191204,170421
71772,1,0,2009,191204,170421
71773,1,0,2010,191204,170421
71774,1,0,2011,191204,170421
71775,1,0,2012,191204,170421
71776,1,0,2013,191204,170421
71777,1,0,2014,191204,170421
71778,1,0,2015,191204,170421
71779,1,0,2016,191204,170421
71780,1,0,2017,191204,170421
71781,1,0,2018,191204,170421
71782,1,0,2019,191204,170421
71783,1,0,2020,191204,170421
71784,1,0,2021,191204,170421
71785,1,0,2022,191204,170421
71786,1,0,2023,191204,170421
71787,1,0,2024,191204,170421
71788,1,0,2025,191204,170421
71789,1,0,2026,191204,170421
71790,1,0,2027,191204,170421
71791,1,0,2028,191204,170421
71792,1,0,2029,191204,170421
71793,1,0,2030,191204,170421
71794,1,0,2031,191204,170421
71795,1,0,2032,191204,170421
71796,1,0,2033,191204,170421
71797,1,0,2034,191204,170421
71798,1,0,2035,191204,170421
71799,1,0,2036,191204,170421
71800,1,0,2037,191204,170421
71801,1,0,2038,191204,170421
71802,1,0,2039,191204,170421
71803,1,0,2040,191204,170421
71804,1,0,2041,191204,170421
71805,1,0,2042,191204,170421
71806,1,0,2043,191204,170421
71807,1,0,2044,191204,170421
71808,1,0,2045,191204,170421
71809,1,0,2046,191204,170421
71810,1,0,2047,191204,170421
71811,1,0,2048,191204,170421
71812,1,0,2049,191204,170421
71813,1,0,2050,191204,170421
71814,1,0,2051,191204,170421
71815,1,0,2052,191204,170421
71816,1,0,2053,191204,170421
71817,1,0,2054,191204,170421
71818,1,0,2055,191204,170421
71819,1,0,2056,191204,170421
71820,1,0,2057,191204,170421
71821,1,0,2058,191204,170421
71822,1,0,2059,191204,170421
71823,1,0,2060,191204,170421
71824,1,0,2061,191204,170421
71825,1,0,2062,191204,170421
71826,1,0,2063,191204,170421
71827,1,0,2064,191204,170421
71828,1,0,2065,191204,170421
71829,1,0,2066,191204,170421
71830,1,0,2067,191204,170421
71831,1,0,2068,191204,170421
71832,1,0,2069,191204,170421
71833,1,0,2070,191204,170421
71834,1,0,2071,191204,170421
71835,1,0,2072,191204,170421
71836,1,0,2073,191204,170421
71837,1,0,2074,191204,170421
71838,1,0,2075,191204,170421
71839,1,0,2076,191204,170421
71840,1,0,2077,191204,170421
71841,1,0,2078,191204,170421
71842,1,0,2079,191204,170421
71843,1,0,2080,191204,170421
71844,1,0,2081,191204,170421
71845,1,0,2082,191204,170421
71846,1,0,2083,191204,170421
71847,1,0,2084,191204,170421
71848,1,0,2085,191204,170421
71849,1,0,2086,191204,170421
71850,1,0,2087,191204,170421
71851,1,0,2088,191204,170421
71852,1,1,2089,191204,170421
71853,1,0,2090,191204,170421
71854,1,0,2091,191204,170421
71855,1,0,2092,191204,170421
71856,1,0,2093,191204,170421
71857,1,0,2094,191204,170421
71858,1,0,2095,191204,170421
71859,1,0,2096,191204,170421
71860,1,0,2097,191204,170421
71861,1,0,2098,191204,170421
71862,1,0,2099,191204,170421
71863,1,0,2100,191204,170421
71864,1,0,2101,191204,170421
71865,1,0,2102,191204,170421
71866,1,0,2103,191204,170421
71867,1,0,2104,191204,170421
71868,1,0,2105,191204,170421
71869,1,0,2106,191204,170421
71870,1,0,2107,191204,170421
71871,1,0,2108,191204,170421
71872,1,0,2109,191204,170421
71873,1,0,2110,191204,170421
71874,1,0,2111,191204,170421
71875,1,0,2112,191204,170421
71876,1,0,2113,191204,170421
71877,1,0,2114,191204,170421
71878,1,0,2115,191204,170421
71879,1,0,2116,191204,170421
71880,1,0,2117,191204,170421
71881,1,0,2118,191204,170421
71882,1,0,2119,191204,170421
71883,1,0,2120,191204,170421
71884,1,0,2121,191204,170421
71885,1,0,2122,191204,170421
71886,1,0,2123,191204,170421
71887,1,0,2124,191204,170421
71888,1,0,2125,191204,170421
71889,1,0,2126,191204,170421
71890,1,0,2127,191204,170421
71891,1,0,2128,191204,170421
71892,1,0,2129,191204,170421
71893,1,0,2130,191204,170421
71894,1,0,2131,191204,170421
71895,1,0,2132,191204,170421
71896,1,0,2133,191204,170421
71897,1,0,2134,191204,170421
71898,1,0,2135,191204,170421
71899,1,0,2136,191204,170421
71900,1,0,2137,191204,170421
71901,1,0,2138,191204,170421
71902,1,0,2139,191204,170421
71903,1,0,2140,191204,170421
71904,1,0,2141,191204,170421
71905,1,0,2142,191204,170421
71906,1,0,2143,191204,170421
71907,1,0,2144,191204,170421
71908,1,0,2145,191204,170421
71909,1,0,2146,191204,170421
71910,1,0,2147,191204,170421
71911,1,0,2148,191204,170421
71912,1,0,2149,191204,170421
71913,1,0,2150,191204,170421
71914,1,0,2151,191204,170421
71915,1,0,2152,191204,170421
71916,1,0,2153,191204,170421
71917,1,0,2154,191204,170421
71918,1,0,2155,191204,170421
71919,1,0,2156,191204,170421
71920,1,0,2157,191204,170421
71921,1,0,2158,191204,170421
71922,1,0,2159,191204,170421
71923,1,0,2160,191204,170421
71924,1,0,2161,191204,170421
71925,1,0,2162,191204,170421
71926,1,0,2163,191204,170421
71927,1,0,2164,191204,170421
71928,1,0,2165,191204,170421
71929,1,0,2166,191204,170421
71930,1,0,2167,191204,170421
71931,1,0,2168,191204,170421
71932,1,0,2169,191204,170421
71933,1,0,2170,191204,170421
71934,1,0,2171,191204,170421
71935,1,0,2172,191204,170421
71936,1,0,2173,191204,170421
71937,1,0,2174,191204,170421
71938,1,0,2175,191204,170421
71939,1,0,2176,191204,170421
71940,1,0,2177,191204,170421
71941,1,0,2178,191204,170421
71942,1,0,2179,191204,170421
71943,1,0,2180,191204,170421
71944,1,0,2181,191204,170421
71945,1,0,2182,191204,170421
71946,1,0,2183,191204,170421
71947,1,0,2184,191204,170421
71948,1,0,2185,191204,170421
71949,1,0,2186,191204,170421
71950,1,0,2187,191204,170421
71951,1,0,2188,191204,170421
71952,1,0,2189,191204,170421
71953,1,0,2190,191204,170421
71954,1,0,2191,191204,170421
71955,1,0,2192,191204,170421
71956,1,0,2193,191204,170421
71957,1,0,2194,191204,170421
71958,1,0,2195,191204,170421
71959,1,0,2196,191204,170421
71960,1,0,2197,191204,170421
71961,1,0,2198,191204,170421
71962,1,0,2199,191204,170421
71963,1,0,2200,191204,170421
71964,1,1,2201,191204,170421
71965,1,0,2202,191204,170421
71966,1,0,2203,191204,170421
71967,1,0,2204,191204,170421
71968,1,0,2205,191204,170421
71969,1,0,2206,191204,170421
71970,1,0,2207,191204,170421
71971,1,0,2208,191204,170421
71972,1,1,2209,191204,170421
71973,1,0,2210,191204,170421
71974,1,0,2211,191204,170421
71975,1,0,2212,191204,170421
71976,1,1,2213,191204,170421
71977,1,0,2214,191204,170421
71978,1,0,2215,191204,170421
71979,1,0,2216,191204,170421
71980,1,0,2217,191204,170421
71981,1,0,2218,191204,170421
71982,1,0,2219,191204,170421
71983,1,0,2220,191204,170421
71984,1,0,2221,191204,170421
71985,1,0,2222,191204,170421
71986,1,0,2223,191204,170421
71987,1,0,2224,191204,170421
71988,1,0,2225,191204,170421
71989,1,0,2226,191204,170421
71990,1,0,2227,191204,170421
71991,1,0,2228,191204,170421
71992,1,0,2229,191204,170421
71993,1,0,2230,191204,170421
71994,1,0,2231,191204,170421
71995,1,0,2232,191204,170421
71996,1,0,2233,191204,170421
71997,1,0,2234,191204,170421
71998,1,0,2235,191204,170421
71999,1,0,2236,191204,170421
72000,1,0,2237,191204,170421
72001,1,0,2238,191204,170421
72002,1,1,2239,191204,170421
72003,1,0,2240,191204,170421
72004,1,0,2241,191204,170421
72005,1,0,2242,191204,170421
72006,1,0,2243,191204,170421
72007,1,0,2244,191204,170421
72008,1,0,2245,191204,170421
72009,1,0,2246,191204,170421
72010,1,0,2247,191204,170421
72011,1,0,2248,191204,170421
72012,1,0,2249,191204,170421
72013,1,0,2250,191204,170421
72014,1,0,2251,191204,170421
72015,1,0,2252,191204,170421
72016,1,0,2253,191204,170421
72017,1,0,2254,191204,170421
72018,1,0,2255,191204,170421
72019,1,0,2256,191204,170421
72020,1,0,2257,191204,170421
72021,1,0,2258,191204,170421
72022,1,0,2259,191204,170421
72023,1,0,2260,191204,170421
72024,1,0,2261,191204,170421
72025,1,0,2262,191204,170421
72026,1,0,2263,191204,170421
72027,1,0,2264,191204,170421
72028,1,0,2265,191204,170421
72029,1,0,2266,191204,170421
72030,1,0,2267,191204,170421
72031,1,0,2268,191204,170421
72032,1,0,2269,191204,170421
72033,1,1,2270,191204,170421
72034,1,0,2271,191204,170421
72035,1,0,2272,191204,170421
72036,1,0,2273,191204,170421
72037,1,0,2274,191204,170421
72038,1,0,2275,191204,170421
72039,1,0,2276,191204,170421
72040,1,0,2277,191204,170421
72041,1,0,2278,191204,170421
72042,1,0,2279,191204,170421
72043,1,0,2280,191204,170421
72044,1,0,2281,191204,170421
72045,1,0,2282,191204,170421
72046,1,0,2283,191204,170421
72047,1,0,2284,191204,170421
72048,1,0,2285,191204,170421
72049,1,0,2286,191204,170421
72050,1,0,2287,191204,170421
72051,1,0,2288,191204,170421
72052,1,0,2289,191204,170421
72053,1,0,2290,191204,170421
72054,1,0,2291,191204,170421
72055,1,0,2292,191204,170421
72056,1,0,2293,191204,170421
72057,1,0,2294,191204,170421
72058,1,0,2295,191204,170421
72059,1,0,2296,191204,170421
72060,1,0,2297,191204,170421
72061,1,0,2298,191204,170421
72062,1,0,2299,191204,170421
72063,1,0,2300,191204,170421
72064,1,0,2301,191204,170421
72065,1,0,2302,191204,170421
72066,1,0,2303,191204,170421
72067,1,0,2304,191204,170421
72068,1,0,2305,191204,170421
72069,1,0,2306,191204,170421
72070,1,0,2307,191204,170421
72071,1,0,2308,191204,170421
72072,1,0,2309,191204,170421
72073,1,0,2310,191204,170421
72074,1,0,2311,191204,170421
72075,1,0,2312,191204,170421
72076,1,0,2313,191204,170421
72077,1,0,2314,191204,170421
72078,1,0,2315,191204,170421
72079,1,0,2316,191204,170421
72080,1,0,2317,191204,170421
72081,1,0,2318,191204,170421
72082,1,0,2319,191204,170421
72083,1,0,2320,191204,170421
72084,1,0,2321,191204,170421
72085,1,0,2322,191204,170421
72086,1,0,2323,191204,170421
72087,1,0,2324,191204,170421
72088,1,0,2325,191204,170421
72089,1,0,2326,191204,170421
72090,1,0,2327,191204,170421
72091,1,0,2328,191204,170421
72092,1,0,2329,191204,170421
72093,1,0,2330,191204,170421
72094,1,0,2331,191204,170421
72095,1,0,2332,191204,170421
72096,1,0,2333,191204,170421
72097,1,0,2334,191204,170421
72098,1,0,2335,191204,170421
72099,1,0,2336,191204,170421
72100,1,0,2337,191204,170421
72101,1,0,2338,191204,170421
72102,1,0,2339,191204,170421
72103,1,0,2340,191204,170421
72104,1,0,2341,191204,170421
72105,1,0,2342,191204,170421
72106,1,0,2343,191204,170421
72107,1,0,2344,191204,170421
72108,1,0,2345,191204,170421
72109,1,0,2346,191204,170421
72110,1,0,2347,191204,170421
72111,1,0,2348,191204,170421
72112,1,0,2349,191204,170421
72113,1,0,2350,191204,170421
72114,1,0,2351,191204,170421
72115,1,0,2352,191204,170421
72116,1,0,2353,191204,170421
72117,1,0,2354,191204,170421
72118,1,0,2355,191204,170421
72119,1,0,2356,191204,170421
72120,1,0,2357,191204,170421
72121,1,0,2358,191204,170421
72122,1,0,2359,191204,170421
72123,1,0,2360,191204,170421
72124,1,0,2361,191204,170421
72125,1,0,2362,191204,170421
72126,1,0,2363,191204,170421
72127,1,0,2364,191204,170421
72128,1,0,2365,191204,170421
72129,1,0,2366,191204,170421
72130,1,0,2367,191204,170421
72131,1,0,2368,191204,170421
72132,1,0,2369,191204,170421
72133,1,0,2370,191204,170421
72134,1,0,2371,191204,170421
72135,1,0,2372,191204,170421
72136,1,0,2373,191204,170421
72137,1,0,2374,191204,170421
72138,1,0,2375,191204,170421
72139,1,0,2376,191204,170421
72140,1,0,2377,191204,170421
72141,1,0,2378,191204,170421
72142,1,0,2379,191204,170421
72143,1,0,2380,191204,170421
72144,1,0,2381,191204,170421
72145,1,0,2382,191204,170421
72146,1,0,2383,191204,170421
72147,1,0,2384,191204,170421
72148,1,0,2385,191204,170421
72149,1,0,2386,191204,170421
72150,1,0,2387,191204,170421
72151,1,0,2388,191204,170421
72152,1,0,2389,191204,170421
72153,1,0,2390,191204,170421
72154,1,0,2391,191204,170421
72155,1,0,2392,191204,170421
72156,1,0,2393,191204,170421
72157,1,0,2394,191204,170421
72158,1,0,2395,191204,170421
72159,1,0,2396,191204,170421
72160,1,0,2397,191204,170421
72161,1,0,2398,191204,170421
72162,1,0,2399,191204,170421
72163,1,0,2400,191204,170421
72164,1,0,2401,191204,170421
72165,1,0,2402,191204,170421
72166,1,0,2403,191204,170421
72167,1,0,2404,191204,170421
72168,1,0,2405,191204,170421
72169,1,0,2406,191204,170421
72170,1,0,2407,191204,170421
72171,1,0,2408,191204,170421
72172,1,0,2409,191204,170421
72173,1,0,2410,191204,170421
72174,1,0,2411,191204,170421
72175,1,0,2412,191204,170421
72176,1,0,2413,191204,170421
72177,1,0,2414,191204,170421
72178,1,0,2415,191204,170421
72179,1,0,2416,191204,170421
72180,1,0,2417,191204,170421
72181,1,0,2418,191204,170421
72182,1,0,2419,191204,170421
72183,1,0,2420,191204,170421
72184,1,0,2421,191204,170421
72185,1,0,2422,191204,170421
72186,1,0,2423,191204,170421
72187,1,0,2424,191204,170421
72188,1,0,2425,191204,170421
72189,1,0,2426,191204,170421
72190,1,0,2427,191204,170421
72191,1,0,2428,191204,170421
72192,1,0,2429,191204,170421
72193,1,0,2430,191204,170421
72194,1,0,2431,191204,170421
72195,1,0,2432,191204,170421
72196,1,1,2433,191204,170421
72197,1,0,2434,191204,170421
72198,1,0,2435,191204,170421
72199,1,0,2436,191204,170421
72200,1,0,2437,191204,170421
72201,1,0,2438,191204,170421
72202,1,0,2439,191204,170421
72203,1,0,2440,191204,170421
72204,1,0,2441,191204,170421
72205,1,0,2442,191204,170421
72206,1,0,2443,191204,170421
72207,1,0,2444,191204,170421
72208,1,0,2445,191204,170421
72209,1,0,2446,191204,170421
72210,1,0,2447,191204,170421
72211,1,0,2448,191204,170421
72212,1,0,2449,191204,170421
72213,1,0,2450,191204,170421
72214,1,0,2451,191204,170421
72215,1,0,2452,191204,170421
72216,1,0,2453,191204,170421
72217,1,0,2454,191204,170421
72218,1,0,2455,191204,170421
72219,1,0,2456,191204,170421
72220,1,0,2457,191204,170421
72221,1,0,2458,191204,170421
72222,1,0,2459,191204,170421
72223,1,0,2460,191204,170421
72224,1,0,2461,191204,170421
72225,1,0,2462,191204,170421
72226,1,0,2463,191204,170421
72227,1,0,2464,191204,170421
72228,1,0,2465,191204,170421
72229,1,0,2466,191204,170421
72230,1,0,2467,191204,170421
72231,1,0,2468,191204,170421
72232,1,0,2469,191204,170421
72233,1,0,2470,191204,170421
72234,1,0,2471,191204,170421
72235,1,0,2472,191204,170421
72236,1,0,2473,191204,170421
72237,1,0,2474,191204,170421
72238,1,0,2475,191204,170421
72239,1,0,2476,191204,170421
72240,1,0,2477,191204,170421
72241,1,0,2478,191204,170421
72242,1,0,2479,191204,170421
72243,1,0,2480,191204,170421
72244,1,0,2481,191204,170421
72245,1,0,2482,191204,170421
72246,1,0,2483,191204,170421
72247,1,0,2484,191204,170421
72248,1,0,2485,191204,170421
72249,1,0,2486,191204,170421
72250,1,0,2487,191204,170421
72251,1,0,2488,191204,170421
72252,1,0,2489,191204,170421
72253,1,0,2490,191204,170421
72254,1,0,2491,191204,170421
72255,1,0,2492,191204,170421
72256,1,0,2493,191204,170421
72257,1,0,2494,191204,170421
72258,1,0,2495,191204,170421
72259,1,0,2496,191204,170421
72260,1,0,2497,191204,170421
72261,1,0,2498,191204,170421
72262,1,0,2499,191204,170421
72263,1,0,2500,191204,170421
72264,1,0,2501,191204,170421
72265,1,0,2502,191204,170421
72266,1,0,2503,191204,170421
72267,1,0,2504,191204,170421
72268,1,0,2505,191204,170421
72269,1,0,2506,191204,170421
72270,1,0,2507,191204,170421
72271,1,0,2508,191204,170421
72272,1,0,2509,191204,170421
72273,1,0,2510,191204,170421
72274,1,0,2511,191204,170421
72275,1,0,2512,191204,170421
72276,1,0,2513,191204,170421
72277,1,0,2514,191204,170421
72278,1,0,2515,191204,170421
72279,1,0,2516,191204,170421
72280,1,0,2517,191204,170421
72281,1,0,2518,191204,170421
72282,1,0,2519,191204,170421
72283,1,0,2520,191204,170421
72284,1,0,2521,191204,170421
72285,1,0,2522,191204,170421
72286,1,0,2523,191204,170421
72287,1,0,2524,191204,170421
72288,1,0,2525,191204,170421
72289,1,0,2526,191204,170421
72290,1,0,2527,191204,170421
72291,1,0,2528,191204,170421
72292,1,0,2529,191204,170421
72293,1,0,2530,191204,170421
72294,1,0,2531,191204,170421
72295,1,0,2532,191204,170421
72296,1,0,2533,191204,170421
72297,1,0,2534,191204,170421
72298,1,0,2535,191204,170421
72299,1,0,2536,191204,170421
72300,1,0,2537,191204,170421
72301,1,0,2538,191204,170421
72302,1,0,2539,191204,170421
72303,1,0,2540,191204,170421
72304,1,0,2541,191204,170421
72305,1,0,2542,191204,170421
72306,1,0,2543,191204,170421
72307,1,0,2544,191204,170421
72308,1,0,2545,191204,170421
72309,1,0,2546,191204,170421
72310,1,0,2547,191204,170421
72311,1,0,2548,191204,170421
72312,1,0,2549,191204,170421
72313,1,0,2550,191204,170421
72314,1,0,2551,191204,170421
72315,1,0,2552,191204,170421
72316,1,0,2553,191204,170421
72317,1,0,2554,191204,170421
72318,1,0,2555,191204,170421
72319,1,0,2556,191204,170421
72320,1,0,2557,191204,170421
72321,1,0,2558,191204,170421
72322,1,0,2559,191204,170421
72323,1,0,2560,191204,170421
72324,1,0,2561,191204,170421
72325,1,0,2562,191204,170421
72326,1,0,2563,191204,170421
72327,1,0,2564,191204,170421
72328,1,0,2565,191204,170421
72329,1,0,2566,191204,170421
72330,1,0,2567,191204,170421
72331,1,0,2568,191204,170421
72332,1,0,2569,191204,170421
72333,1,0,2570,191204,170421
72334,1,0,2571,191204,170421
72335,1,0,2572,191204,170421
72336,1,0,2573,191204,170421
72337,1,0,2574,191204,170421
72338,1,0,2575,191204,170421
72339,1,0,2576,191204,170421
72340,1,0,2577,191204,170421
72341,1,0,2578,191204,170421
72342,1,0,2579,191204,170421
72343,1,0,2580,191204,170421
72344,1,0,2581,191204,170421
72345,1,0,2582,191204,170421
72346,1,0,2583,191204,170421
72347,1,0,2584,191204,170421
72348,1,0,2585,191204,170421
72349,1,0,2586,191204,170421
72350,1,0,2587,191204,170421
72351,1,0,2588,191204,170421
72352,1,0,2589,191204,170421
72353,1,0,2590,191204,170421
72354,1,0,2591,191204,170421
72355,1,0,2592,191204,170421
72356,1,0,2593,191204,170421
72357,1,0,2594,191204,170421
72358,1,0,2595,191204,170421
72359,1,0,2596,191204,170421
72360,1,0,2597,191204,170421
72361,1,0,2598,191204,170421
72362,1,0,2599,191204,170421
72363,1,0,2600,191204,170421
72364,1,0,2601,191204,170421
72365,1,0,2602,191204,170421
72366,1,0,2603,191204,170421
72367,1,0,2604,191204,170421
72368,1,0,2605,191204,170421
72369,1,0,2606,191204,170421
72370,1,0,2607,191204,170421
72371,1,0,2608,191204,170421
72372,1,0,2609,191204,170421
72373,1,0,2610,191204,170421
72374,1,0,2611,191204,170421
72375,1,0,2612,191204,170421
72376,1,0,2613,191204,170421
72377,1,0,2614,191204,170421
72378,1,0,2615,191204,170421
72379,1,0,2616,191204,170421
72380,1,0,2617,191204,170421
72381,1,0,2618,191204,170421
72382,1,0,2619,191204,170421
72383,1,0,2620,191204,170421
72384,1,0,2621,191204,170421
72385,1,0,2622,191204,170421
72386,1,0,2623,191204,170421
72387,1,0,2624,191204,170421
72388,1,0,2625,191204,170421
72389,1,0,2626,191204,170421
72390,1,0,2627,191204,170421
72391,1,0,2628,191204,170421
72392,1,0,2629,191204,170421
72393,1,0,2630,191204,170421
72394,1,0,2631,191204,170421
72395,1,0,2632,191204,170421
72396,1,0,2633,191204,170421
72397,1,0,2634,191204,170421
72398,1,0,2635,191204,170421
72399,1,0,2636,191204,170421
72400,1,0,2637,191204,170421
72401,1,0,2638,191204,170421
72402,1,0,2639,191204,170421
72403,1,0,2640,191204,170421
72404,1,0,2641,191204,170421
72405,1,0,2642,191204,170421
72406,1,0,2643,191204,170421
72407,1,0,2644,191204,170421
72408,1,0,2645,191204,170421
72409,1,0,2646,191204,170421
72410,1,0,2647,191204,170421
72411,1,0,2648,191204,170421
72412,1,0,2649,191204,170421
72413,1,0,2650,191204,170421
72414,1,0,2651,191204,170421
72415,1,0,2652,191204,170421
72416,1,0,2653,191204,170421
72417,1,0,2654,191204,170421
72418,1,0,2655,191204,170421
72419,1,0,2656,191204,170421
72420,1,0,2657,191204,170421
72421,1,0,2658,191204,170421
72422,1,0,2659,191204,170421
72423,1,0,2660,191204,170421
72424,1,0,2661,191204,170421
72425,1,0,2662,191204,170421
72426,1,0,2663,191204,170421
72427,1,0,2664,191204,170421
72428,1,0,2665,191204,170421
72429,1,0,2666,191204,170421
72430,1,0,2667,191204,170421
72431,1,0,2668,191204,170421
72432,1,0,2669,191204,170421
72433,1,0,2670,191204,170421
72434,1,0,2671,191204,170421
72435,1,0,2672,191204,170421
72436,1,0,2673,191204,170421
72437,1,0,2674,191204,170421
72438,1,0,2675,191204,170421
72439,1,0,2676,191204,170421
72440,1,0,2677,191204,170421
72441,1,0,2678,191204,170421
72442,1,0,2679,191204,170421
72443,1,0,2680,191204,170421
72444,1,0,2681,191204,170421
72445,1,0,2682,191204,170421
72446,1,0,2683,191204,170421
72447,1,0,2684,191204,170421
72448,1,0,2685,191204,170421
72449,1,0,2686,191204,170421
72450,1,0,2687,191204,170421
72451,1,0,2688,191204,170421
72452,1,0,2689,191204,170421
72453,1,0,2690,191204,170421
72454,1,0,2691,191204,170421
72455,1,0,2692,191204,170421
72456,1,0,2693,191204,170421
72457,1,0,2694,191204,170421
72458,1,0,2695,191204,170421
72459,1,0,2696,191204,170421
72460,1,0,2697,191204,170421
72461,1,0,2698,191204,170421
72462,1,0,2699,191204,170421
72463,1,0,2700,191204,170421
72464,1,0,2701,191204,170421
72465,1,0,2702,191204,170421
72466,1,0,2703,191204,170421
72467,1,0,2704,191204,170421
72468,1,0,2705,191204,170421
72469,1,0,2706,191204,170421
72470,1,0,2707,191204,170421
72471,1,0,2708,191204,170421
72472,1,0,2709,191204,170421
72473,1,0,2710,191204,170421
72474,1,0,2711,191204,170421
72475,1,0,2712,191204,170421
72476,1,0,2713,191204,170421
72477,1,0,2714,191204,170421
72478,1,0,2715,191204,170421
72479,1,0,2716,191204,170421
72480,1,0,2717,191204,170421
72481,1,0,2718,191204,170421
72482,1,0,2719,191204,170421
72483,1,0,2720,191204,170421
72484,1,0,2721,191204,170421
72485,1,0,2722,191204,170421
72486,1,0,2723,191204,170421
72487,1,0,2724,191204,170421
72488,1,0,2725,191204,170421
72489,1,0,2726,191204,170421
72490,1,0,2727,191204,170421
72491,1,0,2728,191204,170421
72492,1,0,2729,191204,170421
72493,1,0,2730,191204,170421
72494,1,0,2731,191204,170421
72495,1,0,2732,191204,170421
72496,1,0,2733,191204,170421
72497,1,0,2734,191204,170421
72498,1,0,2735,191204,170421
72499,1,0,2736,191204,170421
72500,1,1,2737,191204,170421
72501,1,0,2738,191204,170421
72502,1,0,2739,191204,170421
72503,1,0,2740,191204,170421
72504,1,0,2741,191204,170421
72505,1,0,2742,191204,170421
72506,1,0,2743,191204,170421
72507,1,0,2744,191204,170421
72508,1,0,2745,191204,170421
72509,1,0,2746,191204,170421
72510,1,0,2747,191204,170421
72511,1,0,2748,191204,170421
72512,1,0,2749,191204,170421
72513,1,0,2750,191204,170421
72514,1,0,2751,191204,170421
72515,1,0,2752,191204,170421
72516,1,0,2753,191204,170421
72517,1,0,2754,191204,170421
72518,1,0,2755,191204,170421
72519,1,0,2756,191204,170421
72520,1,0,2757,191204,170421
72521,1,0,2758,191204,170421
72522,1,0,2759,191204,170421
72523,1,0,2760,191204,170421
72524,1,1,2761,191204,170421
72525,1,0,2762,191204,170421
72526,1,0,2763,191204,170421
72527,1,0,2764,191204,170421
72528,1,0,2765,191204,170421
72529,1,0,2766,191204,170421
72530,1,0,2767,191204,170421
72531,1,0,2768,191204,170421
72532,1,0,2769,191204,170421
72533,1,0,2770,191204,170421
72534,1,0,2771,191204,170421
72535,1,0,2772,191204,170421
72536,1,0,2773,191204,170421
72537,1,0,2774,191204,170421
72538,1,0,2775,191204,170421
72539,1,0,2776,191204,170421
72540,1,0,2777,191204,170421
72541,1,0,2778,191204,170421
72542,1,0,2779,191204,170421
72543,1,0,2780,191204,170421
72544,1,0,2781,191204,170421
72545,1,0,2782,191204,170421
72546,1,0,2783,191204,170421
72547,1,0,2784,191204,170421
72548,1,0,2785,191204,170421
72549,1,0,2786,191204,170421
72550,1,0,2787,191204,170421
72551,1,0,2788,191204,170421
72552,1,0,2789,191204,170421
72553,1,0,2790,191204,170421
72554,1,0,2791,191204,170421
72555,1,0,2792,191204,170421
72556,1,0,2793,191204,170421
72557,1,0,2794,191204,170421
72558,1,0,2795,191204,170421
72559,1,0,2796,191204,170421
72560,1,0,2797,191204,170421
72561,1,0,2798,191204,170421
72562,1,0,2799,191204,170421
72563,1,0,2800,191204,170421
72564,1,0,2801,191204,170421
72565,1,0,2802,191204,170421
72566,1,0,2803,191204,170421
72567,1,0,2804,191204,170421
72568,1,0,2805,191204,170421
72569,1,0,2806,191204,170421
72570,1,0,2807,191204,170421
72571,1,0,2808,191204,170421
72572,1,0,2809,191204,170421
72573,1,0,2810,191204,170421
72574,1,0,2811,191204,170421
72575,1,0,2812,191204,170421
72576,1,0,2813,191204,170421
72577,1,0,2814,191204,170421
72578,1,0,2815,191204,170421
72579,1,0,2816,191204,170421
72580,1,0,2817,191204,170421
72581,1,0,2818,191204,170421
72582,1,0,2819,191204,170421
72583,1,0,2820,191204,170421
72584,1,0,2821,191204,170421
72585,1,0,2822,191204,170421
72586,1,0,2823,191204,170421
72587,1,0,2824,191204,170421
72588,1,0,2825,191204,170421
72589,1,0,2826,191204,170421
72590,1,0,2827,191204,170421
72591,1,0,2828,191204,170421
72592,1,0,2829,191204,170421
72593,1,0,2830,191204,170421
72594,1,0,2831,191204,170421
72595,1,0,2832,191204,170421
72596,1,0,2833,191204,170421
72597,1,0,2834,191204,170421
72598,1,0,2835,191204,170421
72599,1,0,2836,191204,170421
72600,1,0,2837,191204,170421
72601,1,0,2838,191204,170421
72602,1,0,2839,191204,170421
72603,1,1,2840,191204,170421
72604,1,0,2841,191204,170421
72605,1,0,2842,191204,170421
72606,1,0,2843,191204,170421
72607,1,0,2844,191204,170421
72608,1,0,2845,191204,170421
72609,1,0,2846,191204,170421
72610,1,0,2847,191204,170421
72611,1,0,2848,191204,170421
72612,1,0,2849,191204,170421
72613,1,0,2850,191204,170421
